Drug	Indication	drug_name	drug_id	ind_name	ind_id	sem_type	TrialStatus	status	phase	DetailedStatus
"<a href=""http://www.drugbank.ca/drugs/DB00595"" target=""_blank"">Oxytetracycline (DBID: DB00595)</a>"	Gonorrhea of pharynx (CUI: C0149966)	Oxytetracycline	DB00595	Gonorrhea of pharynx	C0149966	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00595"" target=""_blank"">Oxytetracycline (DBID: DB00595)</a>"	Acute gonococcal endometritis (CUI: C0153196)	Oxytetracycline	DB00595	Acute gonococcal endometritis	C0153196	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00595"" target=""_blank"">Oxytetracycline (DBID: DB00595)</a>"	Infection of skin AND/OR subcutaneous tissue (CUI: C0178299)	Oxytetracycline	DB00595	Infection of skin AND/OR subcutaneous tissue	C0178299	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00595"" target=""_blank"">Oxytetracycline (DBID: DB00595)</a>"	Rickettsialpox (CUI: C0035597)	Oxytetracycline	DB00595	Rickettsialpox	C0035597	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00595"" target=""_blank"">Oxytetracycline (DBID: DB00595)</a>"	Pneumonia (CUI: C0032285)	Oxytetracycline	DB00595	Pneumonia	C0032285	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00595"" target=""_blank"">Oxytetracycline (DBID: DB00595)</a>"	Urinary tract infection (CUI: C0042029)	Oxytetracycline	DB00595	Urinary tract infection	C0042029	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00595"" target=""_blank"">Oxytetracycline (DBID: DB00595)</a>"	Q Fever (CUI: C0034362)	Oxytetracycline	DB00595	Q Fever	C0034362	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00595"" target=""_blank"">Oxytetracycline (DBID: DB00595)</a>"	Yaws (CUI: C0043388)	Oxytetracycline	DB00595	Yaws	C0043388	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00596"" target=""_blank"">Ulobetasol (DBID: DB00596)</a>"	Granuloma Annulare (CUI: C0085074)	Ulobetasol	DB00596	Granuloma Annulare	C0085074	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00596"" target=""_blank"">Ulobetasol (DBID: DB00596)</a>"	Seborrheic dermatitis (CUI: C0036508)	Ulobetasol	DB00596	Seborrheic dermatitis	C0036508	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00596"" target=""_blank"">Ulobetasol (DBID: DB00596)</a>"	Lichen Simplex Chronicus (CUI: C0149922)	Ulobetasol	DB00596	Lichen Simplex Chronicus	C0149922	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00596"" target=""_blank"">Ulobetasol (DBID: DB00596)</a>"	Chronic small plaque psoriasis (CUI: C0406317)	Ulobetasol	DB00596	Chronic small plaque psoriasis	C0406317	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00596"" target=""_blank"">Ulobetasol (DBID: DB00596)</a>"	Scalp psoriasis (CUI: C0406326)	Ulobetasol	DB00596	Scalp psoriasis	C0406326	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00596"" target=""_blank"">Ulobetasol (DBID: DB00596)</a>"	Lupus Erythematosus, Discoid (CUI: C0024138)	Ulobetasol	DB00596	Lupus Erythematosus, Discoid	C0024138	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00596"" target=""_blank"">Ulobetasol (DBID: DB00596)</a>"	Lymphoma, T-Cell, Cutaneous (CUI: C0079773)	Ulobetasol	DB00596	Lymphoma, T-Cell, Cutaneous	C0079773	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00596"" target=""_blank"">Ulobetasol (DBID: DB00596)</a>"	Pruritus of genital organs (CUI: C0033777)	Ulobetasol	DB00596	Pruritus of genital organs	C0033777	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00596"" target=""_blank"">Ulobetasol (DBID: DB00596)</a>"	Contact Dermatitis (CUI: C0011616)	Ulobetasol	DB00596	Contact Dermatitis	C0011616	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00596"" target=""_blank"">Ulobetasol (DBID: DB00596)</a>"	Exanthema (CUI: C0015230)	Ulobetasol	DB00596	Exanthema	C0015230	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00596"" target=""_blank"">Ulobetasol (DBID: DB00596)</a>"	Pruritus Ani (CUI: C0033775)	Ulobetasol	DB00596	Pruritus Ani	C0033775	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00598"" target=""_blank"">Labetalol (DBID: DB00598)</a>"	Hypertensive disease (CUI: C0020538)	Labetalol	DB00598	Hypertensive disease	C0020538	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00599"" target=""_blank"">Thiopental (DBID: DB00599)</a>"	Epilepsy (CUI: C0014544)	Thiopental	DB00599	Epilepsy	C0014544	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00599"" target=""_blank"">Thiopental (DBID: DB00599)</a>"	Pseudotumor Cerebri (CUI: C0033845)	Thiopental	DB00599	Pseudotumor Cerebri	C0033845	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00601"" target=""_blank"">Linezolid (DBID: DB00601)</a>"	Streptococcus pyogenes infection (CUI: C0554628)	Linezolid	DB00601	Streptococcus pyogenes infection	C0554628	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00601"" target=""_blank"">Linezolid (DBID: DB00601)</a>"	Staphylococcus aureus infection (CUI: C1318973)	Linezolid	DB00601	Staphylococcus aureus infection	C1318973	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00601"" target=""_blank"">Linezolid (DBID: DB00601)</a>"	Staphylococcal Pneumonia (CUI: C0032308)	Linezolid	DB00601	Staphylococcal Pneumonia	C0032308	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00602"" target=""_blank"">Ivermectin (DBID: DB00602)</a>"	Onchocerciasis (CUI: C0029001)	Ivermectin	DB00602	Onchocerciasis	C0029001	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00602"" target=""_blank"">Ivermectin (DBID: DB00602)</a>"	Strongyloidiasis (CUI: C0038463)	Ivermectin	DB00602	Strongyloidiasis	C0038463	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00603"" target=""_blank"">Medroxyprogesterone acetate (DBID: DB00603)</a>"	Secondary malignant neoplasm of kidney (CUI: C0153685)	Medroxyprogesterone acetate	DB00603	Secondary malignant neoplasm of kidney	C0153685	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00603"" target=""_blank"">Medroxyprogesterone acetate (DBID: DB00603)</a>"	Metrorrhagia (CUI: C0025874)	Medroxyprogesterone acetate	DB00603	Metrorrhagia	C0025874	Pathologic Function	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00603"" target=""_blank"">Medroxyprogesterone acetate (DBID: DB00603)</a>"	Endometriosis (CUI: C0014175)	Medroxyprogesterone acetate	DB00603	Endometriosis	C0014175	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00603"" target=""_blank"">Medroxyprogesterone acetate (DBID: DB00603)</a>"	Endometrial Carcinoma (CUI: C0476089)	Medroxyprogesterone acetate	DB00603	Endometrial Carcinoma	C0476089	Neoplastic Process	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00603"" target=""_blank"">Medroxyprogesterone acetate (DBID: DB00603)</a>"	Hot flushes (CUI: C0600142)	Medroxyprogesterone acetate	DB00603	Hot flushes	C0600142	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00603"" target=""_blank"">Medroxyprogesterone acetate (DBID: DB00603)</a>"	Secondary physiologic amenorrhea (CUI: C0232940)	Medroxyprogesterone acetate	DB00603	Secondary physiologic amenorrhea	C0232940	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00603"" target=""_blank"">Medroxyprogesterone acetate (DBID: DB00603)</a>"	Atrophic Vaginitis (CUI: C0221392)	Medroxyprogesterone acetate	DB00603	Atrophic Vaginitis	C0221392	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00604"" target=""_blank"">Cisapride (DBID: DB00604)</a>"	Gastroesophageal reflux disease (CUI: C0017168)	Cisapride	DB00604	Gastroesophageal reflux disease	C0017168	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00605"" target=""_blank"">Sulindac (DBID: DB00605)</a>"	Ankylosing spondylitis (CUI: C0038013)	Sulindac	DB00605	Ankylosing spondylitis	C0038013	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00605"" target=""_blank"">Sulindac (DBID: DB00605)</a>"	Rheumatoid Arthritis (CUI: C0003873)	Sulindac	DB00605	Rheumatoid Arthritis	C0003873	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00605"" target=""_blank"">Sulindac (DBID: DB00605)</a>"	Degenerative polyarthritis (CUI: C0029408)	Sulindac	DB00605	Degenerative polyarthritis	C0029408	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00605"" target=""_blank"">Sulindac (DBID: DB00605)</a>"	Arthritis, Gouty (CUI: C0003868)	Sulindac	DB00605	Arthritis, Gouty	C0003868	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00605"" target=""_blank"">Sulindac (DBID: DB00605)</a>"	Bursitis (CUI: C0006444)	Sulindac	DB00605	Bursitis	C0006444	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00605"" target=""_blank"">Sulindac (DBID: DB00605)</a>"	Tendinitis (CUI: C0039503)	Sulindac	DB00605	Tendinitis	C0039503	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00607"" target=""_blank"">Nafcillin (DBID: DB00607)</a>"	Infection of skin AND/OR subcutaneous tissue (CUI: C0178299)	Nafcillin	DB00607	Infection of skin AND/OR subcutaneous tissue	C0178299	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00607"" target=""_blank"">Nafcillin (DBID: DB00607)</a>"	Sepsis due to Staphylococcus aureus (CUI: C2887088)	Nafcillin	DB00607	Sepsis due to Staphylococcus aureus	C2887088	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00607"" target=""_blank"">Nafcillin (DBID: DB00607)</a>"	Osteomyelitis due to Staphylococcus aureus (CUI: C1997728)	Nafcillin	DB00607	Osteomyelitis due to Staphylococcus aureus	C1997728	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00607"" target=""_blank"">Nafcillin (DBID: DB00607)</a>"	Staphylococcal meningitis (CUI: C0154640)	Nafcillin	DB00607	Staphylococcal meningitis	C0154640	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00607"" target=""_blank"">Nafcillin (DBID: DB00607)</a>"	Staphylococcus aureus infection (CUI: C1318973)	Nafcillin	DB00607	Staphylococcus aureus infection	C1318973	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00607"" target=""_blank"">Nafcillin (DBID: DB00607)</a>"	Staphylococcal Pneumonia (CUI: C0032308)	Nafcillin	DB00607	Staphylococcal Pneumonia	C0032308	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00607"" target=""_blank"">Nafcillin (DBID: DB00607)</a>"	Staphylococcal Infections (CUI: C0038160)	Nafcillin	DB00607	Staphylococcal Infections	C0038160	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00607"" target=""_blank"">Nafcillin (DBID: DB00607)</a>"	Infection of bone (CUI: C2242472)	Nafcillin	DB00607	Infection of bone	C2242472	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00607"" target=""_blank"">Nafcillin (DBID: DB00607)</a>"	Staphylococcal endocarditis (CUI: C0520767)	Nafcillin	DB00607	Staphylococcal endocarditis	C0520767	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00608"" target=""_blank"">Chloroquine (DBID: DB00608)</a>"	Quartan malaria (CUI: C0024536)	Chloroquine	DB00608	Quartan malaria	C0024536	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00608"" target=""_blank"">Chloroquine (DBID: DB00608)</a>"	Rheumatoid Arthritis (CUI: C0003873)	Chloroquine	DB00608	Rheumatoid Arthritis	C0003873	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00608"" target=""_blank"">Chloroquine (DBID: DB00608)</a>"	Malaria, Falciparum (CUI: C0024535)	Chloroquine	DB00608	Malaria, Falciparum	C0024535	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00608"" target=""_blank"">Chloroquine (DBID: DB00608)</a>"	Lupus Erythematosus, Systemic (CUI: C0024141)	Chloroquine	DB00608	Lupus Erythematosus, Systemic	C0024141	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00608"" target=""_blank"">Chloroquine (DBID: DB00608)</a>"	Lupus Erythematosus, Discoid (CUI: C0024138)	Chloroquine	DB00608	Lupus Erythematosus, Discoid	C0024138	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00608"" target=""_blank"">Chloroquine (DBID: DB00608)</a>"	Ovale malaria (CUI: C0152072)	Chloroquine	DB00608	Ovale malaria	C0152072	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00608"" target=""_blank"">Chloroquine (DBID: DB00608)</a>"	Malaria, Vivax (CUI: C0024537)	Chloroquine	DB00608	Malaria, Vivax	C0024537	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00609"" target=""_blank"">Ethionamide (DBID: DB00609)</a>"	Acute tuberculosis (CUI: C0275959)	Ethionamide	DB00609	Acute tuberculosis	C0275959	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00609"" target=""_blank"">Ethionamide (DBID: DB00609)</a>"	Tuberculosis, Pulmonary (CUI: C0041327)	Ethionamide	DB00609	Tuberculosis, Pulmonary	C0041327	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00611"" target=""_blank"">Butorphanol (DBID: DB00611)</a>"	Pain (CUI: C0030193)	Butorphanol	DB00611	Pain	C0030193	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00611"" target=""_blank"">Butorphanol (DBID: DB00611)</a>"	Labor Pain (CUI: C0474368)	Butorphanol	DB00611	Labor Pain	C0474368	Sign or Symptom	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00612"" target=""_blank"">Bisoprolol (DBID: DB00612)</a>"	Hypertensive disease (CUI: C0020538)	Bisoprolol	DB00612	Hypertensive disease	C0020538	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00615"" target=""_blank"">Rifabutin (DBID: DB00615)</a>"	Pulmonary Mycobacterium avium complex infection (CUI: C2733595)	Rifabutin	DB00615	Pulmonary Mycobacterium avium complex infection	C2733595	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00617"" target=""_blank"">Paramethadione (DBID: DB00617)</a>"	Epilepsy (CUI: C0014544)	Paramethadione	DB00617	Epilepsy	C0014544	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00617"" target=""_blank"">Paramethadione (DBID: DB00617)</a>"	Absence Epilepsy (CUI: C0014553)	Paramethadione	DB00617	Absence Epilepsy	C0014553	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Trachoma (CUI: C0040592)	Demeclocycline	DB00618	Trachoma	C0040592	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Gonorrhea (CUI: C0018081)	Demeclocycline	DB00618	Gonorrhea	C0018081	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Infection of skin AND/OR subcutaneous tissue (CUI: C0178299)	Demeclocycline	DB00618	Infection of skin AND/OR subcutaneous tissue	C0178299	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Chancroids (CUI: C0007947)	Demeclocycline	DB00618	Chancroids	C0007947	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Acute gonococcal urethritis (CUI: C0275652)	Demeclocycline	DB00618	Acute gonococcal urethritis	C0275652	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Sinusitis (CUI: C0037199)	Demeclocycline	DB00618	Sinusitis	C0037199	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Urinary tract infection (CUI: C0042029)	Demeclocycline	DB00618	Urinary tract infection	C0042029	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Infective otitis media (CUI: C0729586)	Demeclocycline	DB00618	Infective otitis media	C0729586	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Acute gonococcal endometritis (CUI: C0153196)	Demeclocycline	DB00618	Acute gonococcal endometritis	C0153196	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Actinomycosis (CUI: C0001261)	Demeclocycline	DB00618	Actinomycosis	C0001261	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Q Fever (CUI: C0034362)	Demeclocycline	DB00618	Q Fever	C0034362	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Gonorrhea of pharynx (CUI: C0149966)	Demeclocycline	DB00618	Gonorrhea of pharynx	C0149966	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Yaws (CUI: C0043388)	Demeclocycline	DB00618	Yaws	C0043388	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Lymphogranuloma Venereum (CUI: C0024286)	Demeclocycline	DB00618	Lymphogranuloma Venereum	C0024286	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Pharyngitis (CUI: C0031350)	Demeclocycline	DB00618	Pharyngitis	C0031350	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Rocky Mountain Spotted Fever (CUI: C0035793)	Demeclocycline	DB00618	Rocky Mountain Spotted Fever	C0035793	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Rickettsialpox (CUI: C0035597)	Demeclocycline	DB00618	Rickettsialpox	C0035597	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Brucellosis (CUI: C0006309)	Demeclocycline	DB00618	Brucellosis	C0006309	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	Psittacosis (CUI: C0029291)	Demeclocycline	DB00618	Psittacosis	C0029291	Disease or Syndrome	Approved	Approved		
"<a href=""http://www.drugbank.ca/drugs/DB00618"" target=""_blank"">Demeclocycline (DBID: DB00618)</a>"	TYPHUS (CUI: C0041471)	Demeclocycline	DB00618	TYPHUS	C0041471	Disease or Syndrome	Approved	Approved		
