raw_row_index	drug_name	drugbank_id	compound_entity	disease_name	umls_cui	disease_entity	sem_type	status_raw	trial_status_raw	detailed_status_raw	phase_raw	label	relation	is_positive	is_failed_like	valid_drugbank_and_cui	source_dataset	setting
584	Carmustine	DB00262	Compound::DB00262	Glioblastoma multiforme of brain	C0349543	Disease::UMLS:C0349543	Neoplastic Process	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
585	Sulfisoxazole	DB00263	Compound::DB00263	Chlamydial cervicitis	C0341834	Disease::UMLS:C0341834	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
586	Sulfisoxazole	DB00263	Compound::DB00263	Infective otitis media	C0729586	Disease::UMLS:C0729586	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
587	Sulfisoxazole	DB00263	Compound::DB00263	Chancroids	C0007947	Disease::UMLS:C0007947	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
588	Sulfisoxazole	DB00263	Compound::DB00263	Meningococcal meningitis	C0025294	Disease::UMLS:C0025294	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
589	Sulfisoxazole	DB00263	Compound::DB00263	Acute otitis media	C0271429	Disease::UMLS:C0271429	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
590	Sulfisoxazole	DB00263	Compound::DB00263	Nocardia Infections	C0028242	Disease::UMLS:C0028242	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
591	Sulfisoxazole	DB00263	Compound::DB00263	Malaria, Falciparum	C0024535	Disease::UMLS:C0024535	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
592	Sulfisoxazole	DB00263	Compound::DB00263	Trachoma	C0040592	Disease::UMLS:C0040592	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
593	Sulfisoxazole	DB00263	Compound::DB00263	Inclusion conjunctivitis	C0009770	Disease::UMLS:C0009770	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
594	Sulfisoxazole	DB00263	Compound::DB00263	Chlamydial urethritis	C1278807	Disease::UMLS:C1278807	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
595	Sulfisoxazole	DB00263	Compound::DB00263	Urinary tract infection	C0042029	Disease::UMLS:C0042029	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
596	Metoprolol	DB00264	Compound::DB00264	Hypertensive disease	C0020538	Disease::UMLS:C0020538	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
597	Metoprolol	DB00264	Compound::DB00264	Myocardial Infarction	C0027051	Disease::UMLS:C0027051	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
598	Metoprolol	DB00264	Compound::DB00264	Acute Coronary Syndrome	C0948089	Disease::UMLS:C0948089	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
599	Metoprolol	DB00264	Compound::DB00264	Angina Pectoris	C0002962	Disease::UMLS:C0002962	Finding	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
600	Metoprolol	DB00264	Compound::DB00264	Chronic heart failure	C0264716	Disease::UMLS:C0264716	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
601	Crotamiton	DB00265	Compound::DB00265	Scabies	C0036262	Disease::UMLS:C0036262	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
602	Crotamiton	DB00265	Compound::DB00265	Pruritus	C0033774	Disease::UMLS:C0033774	Sign or Symptom	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
603	Dicoumarol	DB00266	Compound::DB00266	Myocardial Infarction	C0027051	Disease::UMLS:C0027051	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
604	Dicoumarol	DB00266	Compound::DB00266	Thromboembolism	C0040038	Disease::UMLS:C0040038	Pathologic Function	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
605	Dicoumarol	DB00266	Compound::DB00266	Thrombosis	C0040053	Disease::UMLS:C0040053	Pathologic Function	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
606	Dicoumarol	DB00266	Compound::DB00266	Cerebral Embolism	C0007780	Disease::UMLS:C0007780	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
607	Ropinirole	DB00268	Compound::DB00268	Parkinson Disease	C0030567	Disease::UMLS:C0030567	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
608	Ropinirole	DB00268	Compound::DB00268	Restless Legs Syndrome	C0035258	Disease::UMLS:C0035258	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
609	Isradipine	DB00270	Compound::DB00270	Hypertensive disease	C0020538	Disease::UMLS:C0020538	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
610	Topiramate	DB00273	Compound::DB00273	Tonic-Clonic Epilepsy	C0014549	Disease::UMLS:C0014549	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
611	Topiramate	DB00273	Compound::DB00273	Epilepsy characterized by intractable complex partial seizures	C2711653	Disease::UMLS:C2711653	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
612	Topiramate	DB00273	Compound::DB00273	Lennox-Gastaut syndrome	C0238111	Disease::UMLS:C0238111	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
613	Topiramate	DB00273	Compound::DB00273	Simple Partial Seizures	C0234974	Disease::UMLS:C0234974	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
614	Cefmetazole	DB00274	Compound::DB00274	Pneumonia	C0032285	Disease::UMLS:C0032285	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
615	Cefmetazole	DB00274	Compound::DB00274	Staphylococcal Pneumonia	C0032308	Disease::UMLS:C0032308	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
616	Cefmetazole	DB00274	Compound::DB00274	Infection of skin AND/OR subcutaneous tissue	C0178299	Disease::UMLS:C0178299	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
617	Cefmetazole	DB00274	Compound::DB00274	Pneumonia due to Escherichia coli	C0276089	Disease::UMLS:C0276089	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
618	Cefmetazole	DB00274	Compound::DB00274	Urinary tract infection	C0042029	Disease::UMLS:C0042029	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
619	Cefmetazole	DB00274	Compound::DB00274	Intraabdominal Infections	C1112209	Disease::UMLS:C1112209	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
620	Cefmetazole	DB00274	Compound::DB00274	Haemophilus influenzae pneumonia	C0276026	Disease::UMLS:C0276026	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
621	Cefmetazole	DB00274	Compound::DB00274	Lower respiratory tract infection	C0149725	Disease::UMLS:C0149725	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
622	Olmesartan	DB00275	Compound::DB00275	Hypertensive disease	C0020538	Disease::UMLS:C0020538	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
623	Theophylline	DB00277	Compound::DB00277	Lung diseases	C0024115	Disease::UMLS:C0024115	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
624	Theophylline	DB00277	Compound::DB00277	Status Asthmaticus	C0038218	Disease::UMLS:C0038218	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
625	Theophylline	DB00277	Compound::DB00277	Asthma night-time symptoms	C1273489	Disease::UMLS:C1273489	Finding	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
626	Theophylline	DB00277	Compound::DB00277	Asthma	C0004096	Disease::UMLS:C0004096	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
627	Theophylline	DB00277	Compound::DB00277	Bronchitis	C0006277	Disease::UMLS:C0006277	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
628	Theophylline	DB00277	Compound::DB00277	Pulmonary Emphysema	C0034067	Disease::UMLS:C0034067	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
629	Theophylline	DB00277	Compound::DB00277	Asthma-chronic obstructive pulmonary disease overlap syndrome	C4038730	Disease::UMLS:C4038730	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
630	Theophylline	DB00277	Compound::DB00277	Bronchial Spasm	C0006266	Disease::UMLS:C0006266	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
631	Theophylline	DB00277	Compound::DB00277	Asthma attack	C0347950	Disease::UMLS:C0347950	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
632	Argatroban	DB00278	Compound::DB00278	Heparin-induced thrombocytopenia with thrombosis	C0272275	Disease::UMLS:C0272275	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
633	Liothyronine	DB00279	Compound::DB00279	Malignant neoplasm of thyroid	C0007115	Disease::UMLS:C0007115	Neoplastic Process	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
634	Liothyronine	DB00279	Compound::DB00279	Endemic goiter	C0018022	Disease::UMLS:C0018022	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
635	Liothyronine	DB00279	Compound::DB00279	Myxedema	C0027145	Disease::UMLS:C0027145	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
636	Liothyronine	DB00279	Compound::DB00279	Congenital Hypothyroidism	C0010308	Disease::UMLS:C0010308	Congenital Abnormality	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
637	Liothyronine	DB00279	Compound::DB00279	Goiter	C0018021	Disease::UMLS:C0018021	Pathologic Function	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
638	Liothyronine	DB00279	Compound::DB00279	Hypothyroidism	C0020676	Disease::UMLS:C0020676	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
639	Liothyronine	DB00279	Compound::DB00279	Myxedema coma	C0238298	Disease::UMLS:C0238298	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
640	Disopyramide	DB00280	Compound::DB00280	Ventricular arrhythmia	C0085612	Disease::UMLS:C0085612	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
641	Lidocaine	DB00281	Compound::DB00281	Ventricular arrhythmia	C0085612	Disease::UMLS:C0085612	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
642	Lidocaine	DB00281	Compound::DB00281	Scabies	C0036262	Disease::UMLS:C0036262	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
643	Lidocaine	DB00281	Compound::DB00281	Infestation by Phthirus pubis	C0030759	Disease::UMLS:C0030759	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
644	Lidocaine	DB00281	Compound::DB00281	Pruritus Ani	C0033775	Disease::UMLS:C0033775	Sign or Symptom	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
645	Lidocaine	DB00281	Compound::DB00281	Pruritus	C0033774	Disease::UMLS:C0033774	Sign or Symptom	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
646	Lidocaine	DB00281	Compound::DB00281	Postherpetic neuralgia	C0032768	Disease::UMLS:C0032768	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
647	Lidocaine	DB00281	Compound::DB00281	Skin irritation	C0152030	Disease::UMLS:C0152030	Finding	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
648	Lidocaine	DB00281	Compound::DB00281	Hemorrhoids	C0019112	Disease::UMLS:C0019112	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
649	Lidocaine	DB00281	Compound::DB00281	Urethritis	C0041976	Disease::UMLS:C0041976	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
650	Lidocaine	DB00281	Compound::DB00281	Pediculus capitis infestation	C0030757	Disease::UMLS:C0030757	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
651	Lidocaine	DB00281	Compound::DB00281	Neuralgia	C0027796	Disease::UMLS:C0027796	Sign or Symptom	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
652	Lidocaine	DB00281	Compound::DB00281	Mouth irritation	C0235339	Disease::UMLS:C0235339	Finding	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
653	Lidocaine	DB00281	Compound::DB00281	Premature Ejaculation	C0033038	Disease::UMLS:C0033038	Pathologic Function	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
654	Pamidronate	DB00282	Compound::DB00282	Humoral hypercalcemia of malignancy (disorder)	C0149911	Disease::UMLS:C0149911	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
655	Pamidronate	DB00282	Compound::DB00282	Osteolytic Lesions of Multiple Myeloma	C3898069	Disease::UMLS:C3898069	Finding	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
656	Pamidronate	DB00282	Compound::DB00282	Osteitis Deformans	C0029401	Disease::UMLS:C0029401	Disease or Syndrome	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
657	Clemastine	DB00283	Compound::DB00283	Nasal congestion (finding)	C0027424	Disease::UMLS:C0027424	Sign or Symptom	Approved	Approved			approved	repoDB::approved_indication::Compound:Disease	True	False	True	repoDB	setting_f_repodb
