drug	disease	relation	source_scope	conflict_flag
Midazolam	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Phenylephrine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Phenylephrine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Adenosine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Adenosine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Caffeine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Caffeine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Amobarbital	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Amobarbital	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Morphine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Morphine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Metamfetamine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Metamfetamine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Buprenorphine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Buprenorphine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Biperiden	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Biperiden	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Scopolamine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Scopolamine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Phenobarbital	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Phenobarbital	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Naloxone	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Naloxone	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Bupivacaine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Bupivacaine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Ribavirin	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Ribavirin	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Galantamine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Galantamine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Doxapram	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Doxapram	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Amphetamine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Amphetamine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Ephedrine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Ephedrine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Metipranolol	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Metipranolol	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Naltrexone	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Naltrexone	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Ibuprofen	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Ibuprofen	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Phenylpropanolamine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Phenylpropanolamine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Trihexyphenidyl	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Trihexyphenidyl	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Zanamivir	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Zanamivir	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Methscopolamine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Methscopolamine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Chlorpheniramine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Chlorpheniramine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Dextromethorphan	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Dextromethorphan	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Butabarbital	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Butabarbital	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Hydrocodone	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Hydrocodone	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Dihydrocodeine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Dihydrocodeine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Rivastigmine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Rivastigmine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Methylphenobarbital	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Methylphenobarbital	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Ergotamine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Ergotamine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Tramazoline	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Tramazoline	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Hyoscyamine	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Hyoscyamine	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Calcium chloride	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Calcium chloride	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Benzyl alcohol	chronic obstructive pulmonary disease	contraindication	overlap_with_setting_a	0
Benzyl alcohol	COPD, severe early onset	contraindication	overlap_with_setting_a	0
Carvedilol	bronchitis	contraindication	overlap_with_setting_a	0
Chlorothiazide	bronchitis	contraindication	overlap_with_setting_a	0
Hydrochlorothiazide	bronchitis	contraindication	overlap_with_setting_a	0
Propranolol	bronchitis	contraindication	overlap_with_setting_a	0
Carteolol	bronchitis	contraindication	overlap_with_setting_a	0
Metipranolol	bronchitis	contraindication	overlap_with_setting_a	0
Guaifenesin	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Pseudoephedrine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Homatropine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Brompheniramine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Pheniramine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Benzatropine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Perazine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Homatropine methylbromide	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Tromethamine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Procyclidine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Dicyclomine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Isopropamide	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Potassium chloride	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Ketorolac	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Clidinium	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Aminosalicylic acid	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Levodopa	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Phenylephrine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Methotrexate	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Prochlorperazine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Chlordiazepoxide	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Caffeine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Morphine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Indomethacin	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Biperiden	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Scopolamine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Hydrocortisone	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Phenobarbital	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Cortisone acetate	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Hydrocortisone acetate	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Carbinoxamine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Ephedrine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Propantheline	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Carbidopa	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Difenoxin	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Dexchlorpheniramine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Trihexyphenidyl	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Methscopolamine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Chlorpheniramine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Entacapone	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Dextromethorphan	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Hydrocodone	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Ergotamine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Hyoscyamine	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Calcium chloride	gastric ulcer (disease)	contraindication	overlap_with_setting_a	0
Pimecrolimus	common wart	contraindication	overlap_with_setting_a	0
Pimecrolimus	epidermodysplasia verruciformis	contraindication	overlap_with_setting_a	0
Pimecrolimus	anogenital human papillomavirus infection	contraindication	overlap_with_setting_a	0
Imiquimod	photoparoxysmal response	contraindication	overlap_with_setting_a	0
Imiquimod	photosensitivity disease	contraindication	overlap_with_setting_a	0
Benzoyl peroxide	photoparoxysmal response	contraindication	overlap_with_setting_a	0
Benzoyl peroxide	photosensitivity disease	contraindication	overlap_with_setting_a	0
Methoxsalen	photoparoxysmal response	contraindication	overlap_with_setting_a	0
Methoxsalen	photosensitivity disease	contraindication	overlap_with_setting_a	0
Tazarotene	photoparoxysmal response	contraindication	overlap_with_setting_a	0
Tazarotene	photosensitivity disease	contraindication	overlap_with_setting_a	0
Adapalene	photoparoxysmal response	contraindication	overlap_with_setting_a	0
Adapalene	photosensitivity disease	contraindication	overlap_with_setting_a	0
Aminolevulinic acid	photoparoxysmal response	contraindication	overlap_with_setting_a	0
Aminolevulinic acid	photosensitivity disease	contraindication	overlap_with_setting_a	0
Benzoyl peroxide	anogenital human papillomavirus infection	contraindication	overlap_with_setting_a	0
Benzoyl peroxide	common wart	contraindication	overlap_with_setting_a	0
Racementhol	anogenital human papillomavirus infection	contraindication	overlap_with_setting_a	0
Racementhol	common wart	contraindication	overlap_with_setting_a	0
Ammonia	anogenital human papillomavirus infection	contraindication	overlap_with_setting_a	0
Ammonia	common wart	contraindication	overlap_with_setting_a	0
Hydrocortisone	anogenital human papillomavirus infection	contraindication	overlap_with_setting_a	0
Hydrocortisone	common wart	contraindication	overlap_with_setting_a	0
Cortisone acetate	anogenital human papillomavirus infection	contraindication	overlap_with_setting_a	0
Cortisone acetate	common wart	contraindication	overlap_with_setting_a	0
Phenol	anogenital human papillomavirus infection	contraindication	overlap_with_setting_a	0
Phenol	common wart	contraindication	overlap_with_setting_a	0
Resorcinol	anogenital human papillomavirus infection	contraindication	overlap_with_setting_a	0
Resorcinol	common wart	contraindication	overlap_with_setting_a	0
Imiquimod	autoimmune disease	contraindication	overlap_with_setting_a	0
Melatonin	autoimmune disease	contraindication	overlap_with_setting_a	0
Pyridoxine	autoimmune disease	contraindication	overlap_with_setting_a	0
Imiquimod	graft versus host disease	contraindication	overlap_with_setting_a	0
Valproic acid	anxiety disorder	contraindication	overlap_with_setting_a	0
Valproic acid	neurotic disorder	contraindication	overlap_with_setting_a	0
Valproic acid	dysthymic disorder	contraindication	overlap_with_setting_a	0
Estradiol valerate	anxiety disorder	contraindication	overlap_with_setting_a	0
Estradiol valerate	neurotic disorder	contraindication	overlap_with_setting_a	0
Estradiol valerate	dysthymic disorder	contraindication	overlap_with_setting_a	0
Topiramate	anxiety disorder	contraindication	overlap_with_setting_a	0
Topiramate	neurotic disorder	contraindication	overlap_with_setting_a	0
Topiramate	dysthymic disorder	contraindication	overlap_with_setting_a	0
Benzocaine	anxiety disorder	contraindication	overlap_with_setting_a	0
Benzocaine	neurotic disorder	contraindication	overlap_with_setting_a	0
Benzocaine	dysthymic disorder	contraindication	overlap_with_setting_a	0
Guaifenesin	anxiety disorder	contraindication	overlap_with_setting_a	0
Guaifenesin	neurotic disorder	contraindication	overlap_with_setting_a	0
Guaifenesin	dysthymic disorder	contraindication	overlap_with_setting_a	0
Clomifene	anxiety disorder	contraindication	overlap_with_setting_a	0
Clomifene	neurotic disorder	contraindication	overlap_with_setting_a	0
Clomifene	dysthymic disorder	contraindication	overlap_with_setting_a	0
Homatropine	anxiety disorder	contraindication	overlap_with_setting_a	0
Homatropine	neurotic disorder	contraindication	overlap_with_setting_a	0
Homatropine	dysthymic disorder	contraindication	overlap_with_setting_a	0
Vinblastine	anxiety disorder	contraindication	overlap_with_setting_a	0
Vinblastine	neurotic disorder	contraindication	overlap_with_setting_a	0
Vinblastine	dysthymic disorder	contraindication	overlap_with_setting_a	0
Hydralazine	anxiety disorder	contraindication	overlap_with_setting_a	0
Hydralazine	neurotic disorder	contraindication	overlap_with_setting_a	0
Hydralazine	dysthymic disorder	contraindication	overlap_with_setting_a	0
Ethotoin	anxiety disorder	contraindication	overlap_with_setting_a	0
Ethotoin	neurotic disorder	contraindication	overlap_with_setting_a	0
Ethotoin	dysthymic disorder	contraindication	overlap_with_setting_a	0
Temazepam	anxiety disorder	contraindication	overlap_with_setting_a	0
Temazepam	neurotic disorder	contraindication	overlap_with_setting_a	0
Temazepam	dysthymic disorder	contraindication	overlap_with_setting_a	0
Lorazepam	anxiety disorder	contraindication	overlap_with_setting_a	1
Lorazepam	neurotic disorder	contraindication	overlap_with_setting_a	0
Lorazepam	dysthymic disorder	contraindication	overlap_with_setting_a	0
